province,district,subdistrict,latitude,longitude
พิษณุโลก,นครไทย,นครไทย,17.126,100.839
พิษณุโลก,ชาติตระการ,ชาติตระการ,17.320,100.704
พิษณุโลก,บางระกำ,บางระกำ,16.738,100.145
พิษณุโลก,บางกระทุ่ม,บางกระทุ่ม,16.591,100.297
พิษณุโลก,พรหมพิราม,พรหมพิราม,17.004,100.135
พิษณุโลก,วัดโบสถ์,วัดโบสถ์,17.021,100.306
พิษณุโลก,วังทอง,วังทอง,16.822,100.403
พิษณุโลก,เนินมะปราง,เนินมะปราง,16.595,100.626
พิจิตร,เมืองพิจิตร,ในเมือง,16.443,100.343
พิจิตร,วังทรายพูน,วังทรายพูน,16.383,100.605
พิจิตร,โพธิ์ประทับช้าง,โพธิ์ประทับช้าง,16.323,100.300
พิจิตร,ตะพานหิน,ตะพานหิน,16.222,100.427
พิจิตร,บางมูลนาก,บางมูลนาก,null,null
พิจิตร,โพทะเล,โพทะเล,16.103,100.236
พิจิตร,สามง่าม,สามง่าม,16.498,100.213
พิจิตร,ทับคล้อ,ทับคล้อ,16.189,100.568
พิจิตร,สากเหล็ก,สากเหล็ก,16.486,100.461
พิจิตร,บึงนาราง,บึงนาราง,16.205,100.163
พิจิตร,ดงเจริญ,วังงิ้วใต้,16.028,100.648
พิจิตร,วชิรบารมี,บ้านนา,16.495,100.128
เพชรบูรณ์,เมืองเพชรบูรณ์,ในเมือง,16.420,101.156
เพชรบูรณ์,ชนแดน,ชนแดน,16.158,100.895
เพชรบูรณ์,หล่มสัก,หล่มสัก,null,null
เพชรบูรณ์,หล่มเก่า,หล่มเก่า,16.893,101.242
เพชรบูรณ์,วิเชียรบุรี,ท่าโรง,15.660,101.141
เพชรบูรณ์,ศรีเทพ,ศรีเทพ,15.439,101.140
เพชรบูรณ์,หนองไผ่,หนองไผ่,16.004,101.037
เพชรบูรณ์,บึงสามพัน,บึงสามพัน,15.791,101.022
เพชรบูรณ์,น้ำหนาว,น้ำหนาว,16.764,101.681
เพชรบูรณ์,วังโป่ง,วังโป่ง,16.347,100.809
เพชรบูรณ์,เขาค้อ,เขาค้อ,16.631,100.999
ราชบุรี,เมืองราชบุรี,หน้าเมือง,13.535,99.820
ราชบุรี,จอมบึง,จอมบึง,13.622,99.606
ราชบุรี,สวนผึ้ง,สวนผึ้ง,13.612,99.249
ราชบุรี,ดำเนินสะดวก,ดำเนินสะดวก,13.517,99.949
ราชบุรี,บ้านโป่ง,บ้านโป่ง,13.816,99.873
ราชบุรี,บางแพ,บางแพ,13.691,99.951
ราชบุรี,โพธาราม,โพธาราม,13.695,99.853
ราชบุรี,ปากท่อ,ปากท่อ,13.382,99.841
ราชบุรี,วัดเพลง,วัดเพลง,13.449,99.872
ราชบุรี,บ้านคา,บ้านคา,13.418,99.386
กาญจนบุรี,เมืองกาญจนบุรี,บ้านเหนือ,null,null
กาญจนบุรี,ไทรโยค,ไทรโยค,14.421,98.741
กาญจนบุรี,บ่อพลอย,บ่อพลอย,14.305,99.466
กาญจนบุรี,ศรีสวัสดิ์,นาสวน,14.895,99.029
กาญจนบุรี,ท่ามะกา,ท่ามะกา,13.930,99.779
กาญจนบุรี,ท่าม่วง,ท่าม่วง,13.974,99.625
กาญจนบุรี,ทองผาภูมิ,ท่าขนุน,14.762,98.641
กาญจนบุรี,สังขละบุรี,หนองลู,15.112,98.341
กาญจนบุรี,พนมทวน,พนมทวน,14.129,99.705
กาญจนบุรี,เลาขวัญ,เลาขวัญ,14.580,99.753
กาญจนบุรี,ด่านมะขามเตี้ย,ด่านมะขามเตี้ย,13.836,99.388
กาญจนบุรี,หนองปรือ,หนองปรือ,14.630,99.454
กาญจนบุรี,ห้วยกระเจา,ห้วยกระเจา,14.312,99.618
สุพรรณบุรี,เมืองสุพรรณบุรี,ท่าพี่เลี้ยง,14.471,100.116
สุพรรณบุรี,เดิมบางนางบวช,เขาพระ,14.853,100.095
สุพรรณบุรี,ด่านช้าง,ด่านช้าง,14.744,99.527
สุพรรณบุรี,บางปลาม้า,บางปลาม้า,14.402,100.102
สุพรรณบุรี,ศรีประจันต์,ศรีประจันต์,14.609,100.179
สุพรรณบุรี,ดอนเจดีย์,ดอนเจดีย์,14.633,99.959
สุพรรณบุรี,สองพี่น้อง,สองพี่น้อง,14.225,100.023
สุพรรณบุรี,สามชุก,สามชุก,14.763,100.095
สุพรรณบุรี,อู่ทอง,อู่ทอง,14.377,99.880
สุพรรณบุรี,หนองหญ้าไซ,หนองหญ้าไซ,14.776,99.885
นครปฐม,เมืองนครปฐม,พระปฐมเจดีย์,13.819,100.050
นครปฐม,กำแพงแสน,กำแพงแสน,14.024,99.981
นครปฐม,นครชัยศรี,นครชัยศรี,13.787,100.192
นครปฐม,ดอนตูม,สามง่าม,13.978,100.083
นครปฐม,บางเลน,บางเลน,14.014,100.151
นครปฐม,สามพราน,สามพราน,13.716,100.219
นครปฐม,พุทธมณฑล,ศาลายา,13.813,100.305
สมุทรสาคร,เมืองสมุทรสาคร,มหาชัย,13.552,100.280
สมุทรสาคร,กระทุ่มแบน,ตลาดกระทุ่มแบน,13.654,100.250
สมุทรสาคร,บ้านแพ้ว,บ้านแพ้ว,13.618,100.104
สมุทรสงคราม,เมืองสมุทรสงคราม,แม่กลอง,13.400,99.994
สมุทรสงคราม,บางคนที,บางคนที,13.493,99.945
สมุทรสงคราม,อัมพวา,อัมพวา,13.427,99.954
เพชรบุรี,เมืองเพชรบุรี,ท่าราบ,13.097,99.949
เพชรบุรี,เขาย้อย,เขาย้อย,13.233,99.819
เพชรบุรี,หนองหญ้าปล้อง,หนองหญ้าปล้อง,13.201,99.709
เพชรบุรี,ชะอำ,ชะอำ,12.719,99.939
เพชรบุรี,ท่ายาง,ท่ายาง,12.954,99.904
เพชรบุรี,บ้านลาด,บ้านลาด,13.063,99.928
เพชรบุรี,บ้านแหลม,บ้านแหลม,13.206,99.980
เพชรบุรี,แก่งกระจาน,แก่งกระจาน,12.979,99.609
ประจวบคีรีขันธ์,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.805,99.784
ประจวบคีรีขันธ์,กุยบุรี,กุยบุรี,12.052,99.763
ประจวบคีรีขันธ์,ทับสะแก,ทับสะแก,11.516,99.627
ประจวบคีรีขันธ์,บางสะพาน,กำเนิดนพคุณ,11.248,99.516
ประจวบคีรีขันธ์,บางสะพานน้อย,ปากแพรก,11.063,99.436
ประจวบคีรีขันธ์,ปราณบุรี,ปราณบุรี,12.354,99.932
ประจวบคีรีขันธ์,หัวหิน,หัวหิน,12.592,99.940
ประจวบคีรีขันธ์,สามร้อยยอด,สามร้อยยอด,12.266,99.946
นครศรีธรรมราช,เมืองนครศรีธรรมราช,ในเมือง,8.408,99.972
นครศรีธรรมราช,พรหมคีรี,พรหมโลก,8.500,99.793
นครศรีธรรมราช,ลานสกา,ลานสกา,8.305,99.771
นครศรีธรรมราช,ฉวาง,ฉวาง,8.397,99.501
นครศรีธรรมราช,พิปูน,พิปูน,8.555,99.653
นครศรีธรรมราช,เชียรใหญ่,เชียรใหญ่,8.202,100.116
นครศรีธรรมราช,ชะอวด,ชะอวด,7.996,100.020
นครศรีธรรมราช,ท่าศาลา,ท่าศาลา,8.669,99.926
นครศรีธรรมราช,ทุ่งสง,ปากแพรก,null,null
นครศรีธรรมราช,นาบอน,นาบอน,8.243,99.600
นครศรีธรรมราช,ทุ่งใหญ่,ทุ่งใหญ่,8.366,99.429
นครศรีธรรมราช,ปากพนัง,ปากพนัง,null,null
นครศรีธรรมราช,ร่อนพิบูลย์,ร่อนพิบูลย์,8.189,99.832
นครศรีธรรมราช,สิชล,สิชล,9.008,99.902
นครศรีธรรมราช,ขนอม,ขนอม,9.166,99.838
นครศรีธรรมราช,หัวไทร,หัวไทร,8.037,100.286
นครศรีธรรมราช,บางขัน,บางขัน,8.069,99.422
นครศรีธรรมราช,ถ้ำพรรณรา,ถ้ำพรรณรา,8.414,99.373
นครศรีธรรมราช,จุฬาภรณ์,บ้านควนมุด,8.028,99.924
นครศรีธรรมราช,พระพรหม,นาพรุ,8.331,99.907
นครศรีธรรมราช,นบพิตำ,นบพิตำ,8.744,99.772
นครศรีธรรมราช,ช้างกลาง,ช้างกลาง,8.336,99.638
นครศรีธรรมราช,เฉลิมพระเกียรติ,เชียรเขา,8.184,100.078
กระบี่,เมืองกระบี่,ปากน้ำ,8.090,98.905
กระบี่,เขาพนม,เขาพนม,8.227,99.045
กระบี่,เกาะลันตา,เกาะลันตาใหญ่,7.496,99.120
กระบี่,คลองท่อม,คลองท่อมใต้,7.933,99.172
กระบี่,อ่าวลึก,อ่าวลึกใต้,8.386,98.707
กระบี่,ปลายพระยา,ปลายพระยา,8.564,98.879
กระบี่,ลำทับ,ลำทับ,7.960,99.348
กระบี่,เหนือคลอง,เหนือคลอง,8.086,98.990
พังงา,เมืองพังงา,ท้ายช้าง,8.446,98.524
พังงา,เกาะยาว,เกาะยาวน้อย,8.131,98.610
พังงา,กะปง,กะปง,8.648,98.468
พังงา,ตะกั่วทุ่ง,ถ้ำ,8.409,98.412
พังงา,ตะกั่วป่า,ตะกั่วป่า,8.829,98.362
พังงา,คุระบุรี,คุระ,9.262,98.414
พังงา,ทับปุด,ทับปุด,8.517,98.632
พังงา,ท้ายเหมือง,ท้ายเหมือง,8.442,98.275
ภูเก็ต,เมืองภูเก็ต,ตลาดใหญ่,7.888,98.394
ภูเก็ต,กะทู้,กะทู้,7.914,98.338
ภูเก็ต,ถลาง,เทพกระษัตรี,8.116,98.425
สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,ตลาด,9.137,99.320
สุราษฎร์ธานี,กาญจนดิษฐ์,ท่าทองใหม่,9.174,99.396
สุราษฎร์ธานี,ดอนสัก,ดอนสัก,9.310,99.660
สุราษฎร์ธานี,เกาะสมุย,อ่างทอง,9.708,99.675
สุราษฎร์ธานี,เกาะพะงัน,เกาะพะงัน,9.802,99.979
สุราษฎร์ธานี,ไชยา,ตลาดไชยา,9.391,99.198
สุราษฎร์ธานี,ท่าชนะ,ท่าชนะ,9.593,99.183
สุราษฎร์ธานี,คีรีรัฐนิคม,ท่าขนอน,9.075,98.874
สุราษฎร์ธานี,บ้านตาขุน,เขาวง,8.923,98.929
สุราษฎร์ธานี,พนม,พนม,8.828,98.781
สุราษฎร์ธานี,ท่าฉาง,ท่าฉาง,9.258,99.175
สุราษฎร์ธานี,บ้านนาสาร,นาสาร,8.812,99.359
สุราษฎร์ธานี,บ้านนาเดิม,บ้านนา,8.856,99.293
สุราษฎร์ธานี,เคียนซา,เคียนซา,8.817,99.180
สุราษฎร์ธานี,เวียงสระ,เวียงสระ,8.649,99.342
สุราษฎร์ธานี,พระแสง,อิปัน,8.584,99.224
สุราษฎร์ธานี,พุนพิน,พุนพิน,9.125,99.199
สุราษฎร์ธานี,ชัยบุรี,ชัยบุรี,8.434,99.071
สุราษฎร์ธานี,วิภาวดี,ตะกุกใต้,9.227,98.807
ระนอง,เมืองระนอง,เขานิเวศน์,9.960,98.621
ระนอง,ละอุ่น,ละอุ่นใต้,10.124,98.769
ระนอง,กะเปอร์,กะเปอร์,9.623,98.621
ระนอง,กระบุรี,น้ำจืด,10.394,98.842
ระนอง,สุขสำราญ,นาคา,9.514,98.360
ชุมพร,เมืองชุมพร,ท่าตะเภา,10.498,99.179
ชุมพร,ท่าแซะ,ท่าแซะ,10.663,99.166
ชุมพร,ปะทิว,บางสน,10.658,99.264
ชุมพร,หลังสวน,หลังสวน,9.950,99.090
ชุมพร,ละแม,ละแม,9.752,98.945
ชุมพร,พะโต๊ะ,พะโต๊ะ,9.816,98.800
ชุมพร,สวี,สวี,10.247,99.081
ชุมพร,ทุ่งตะโก,ปากตะโก,10.165,99.176
สงขลา,เมืองสงขลา,บ่อยาง,7.198,100.596
สงขลา,สทิงพระ,จะทิ้งพระ,7.469,100.437
สงขลา,จะนะ,บ้านนา,6.901,100.742
สงขลา,นาทวี,นาทวี,6.693,100.777
สงขลา,เทพา,เทพา,6.820,100.940
สงขลา,สะบ้าย้อย,สะบ้าย้อย,6.632,100.929
สงขลา,ระโนด,ระโนด,7.754,100.325
สงขลา,กระแสสินธุ์,กระแสสินธุ์,7.609,100.307
สงขลา,รัตภูมิ,กำแพงเพชร,7.087,100.287
สงขลา,สะเดา,สะเดา,6.636,100.416
สงขลา,หาดใหญ่,หาดใหญ่,7.010,100.474
สงขลา,นาหม่อม,นาหม่อม,6.965,100.529
สงขลา,ควนเนียง,รัตภูมิ,7.182,100.370
สงขลา,บางกล่ำ,บางกล่ำ,7.135,100.446
สงขลา,สิงหนคร,ชิงโค,7.266,100.524
สงขลา,คลองหอยโข่ง,คลองหอยโข่ง,6.830,100.313
สตูล,เมืองสตูล,พิมาน,6.615,100.071
สตูล,ควนโดน,ควนโดน,6.814,100.060
สตูล,ควนกาหลง,ควนกาหลง,6.953,100.030
สตูล,ท่าแพ,ท่าแพ,6.791,99.964
สตูล,ละงู,ละงู,6.842,99.826
สตูล,ทุ่งหว้า,ทุ่งหว้า,7.108,99.807
สตูล,มะนัง,ปาล์มพัฒนา,7.038,99.934
ตรัง,เมืองตรัง,ทับเที่ยง,7.559,99.616
ตรัง,กันตัง,กันตัง,7.410,99.519
ตรัง,ย่านตาขาว,ย่านตาขาว,7.406,99.674
ตรัง,ปะเหลียน,ปะเหลียน,7.288,99.862
ตรัง,สิเกา,บ่อหิน,7.549,99.283
ตรัง,ห้วยยอด,ห้วยยอด,7.776,99.632
ตรัง,วังวิเศษ,เขาวิเศษ,7.651,99.459
ตรัง,นาโยง,นาโยงเหนือ,7.566,99.699
ตรัง,รัษฎา,ควนเมา,7.938,99.596
ตรัง,หาดสำราญ,หาดสำราญ,7.256,99.552
พัทลุง,เมืองพัทลุง,คูหาสวรรค์,7.625,100.085
พัทลุง,กงหรา,กงหรา,7.463,99.877
พัทลุง,เขาชัยสน,เขาชัยสน,7.433,100.111
พัทลุง,ตะโหมด,ตะโหมด,7.278,100.007
พัทลุง,ควนขนุน,ควนขนุน,7.756,100.003
พัทลุง,ปากพะยูน,ปากพะยูน,7.330,100.336
พัทลุง,ศรีบรรพต,เขาย่า,7.746,99.864
พัทลุง,ป่าบอน,ป่าบอน,7.337,100.171
พัทลุง,บางแก้ว,ท่ามะเดื่อ,7.451,100.157
พัทลุง,ป่าพะยอม,ป่าพะยอม,7.860,99.947
พัทลุง,ศรีนครินทร์,ชุมพล,7.608,99.948
ปัตตานี,เมืองปัตตานี,สะบารัง,6.876,101.251
ปัตตานี,โคกโพธิ์,โคกโพธิ์,6.732,101.061
ปัตตานี,หนองจิก,เกาะเปาะ,6.815,101.201
ปัตตานี,ปะนาเระ,ปะนาเระ,6.860,101.484
ปัตตานี,มายอ,มายอ,6.710,101.425
ปัตตานี,ทุ่งยางแดง,ตะโละแมะนา,6.604,101.401
ปัตตานี,สายบุรี,ตะลุบัน,null,null
ปัตตานี,ไม้แก่น,ไม้แก่น,6.647,101.669
ปัตตานี,ยะหริ่ง,ตะโละ,6.782,101.353
ปัตตานี,ยะรัง,ยะรัง,6.769,101.299
ปัตตานี,กะพ้อ,กะรุบี,6.570,101.556
ปัตตานี,แม่ลาน,แม่ลาน,6.647,101.231
ยะลา,เมืองยะลา,สะเตง,6.547,101.280
ยะลา,เบตง,เบตง,5.803,101.009
ยะลา,บันนังสตา,บันนังสตา,6.250,101.233
ยะลา,ธารโต,ธารโต,6.167,101.187
ยะลา,ยะหา,ยะหา,6.504,101.125
ยะลา,รามัน,กายูบอเกาะ,6.476,101.413
ยะลา,กาบัง,กาบัง,6.449,101.000
ยะลา,กรงปินัง,กรงปินัง,null,null
นราธิวาส,เมืองนราธิวาส,บางนาค,6.424,101.820
นราธิวาส,ตากใบ,เจ๊ะเห,6.257,102.051
นราธิวาส,บาเจาะ,บาเจาะ,6.514,101.636
นราธิวาส,ยี่งอ,ยี่งอ,6.382,101.703
นราธิวาส,ระแงะ,ตันหยงมัส,6.311,101.724
นราธิวาส,รือเสาะ,รือเสาะ,6.369,101.508
นราธิวาส,ศรีสาคร,ศรีสาคร,6.152,101.492
นราธิวาส,แว้ง,แว้ง,5.936,101.835
นราธิวาส,สุคิริน,สุคิริน,5.951,101.697
นราธิวาส,สุไหงโกลก,สุไหงโก-ลก,6.008,101.949
นราธิวาส,สุไหงปาดี,สุไหงปาดี,6.161,101.931
นราธิวาส,จะแนะ,จะแนะ,6.077,101.693
นราธิวาส,เจาะไอร้อง,จวบ,6.256,101.817
